date,ticker,price
2023-11-27,SPX,4550.43017578125
2023-11-28,SPX,4554.89013671875
2023-11-29,SPX,4550.580078125
2023-11-30,SPX,4567.7998046875
2023-12-01,SPX,4594.6298828125
2023-12-04,SPX,4569.77978515625
2023-12-05,SPX,4567.18017578125
2023-12-06,SPX,4549.33984375
2023-12-07,SPX,4585.58984375
2023-12-08,SPX,4604.3701171875
2023-12-11,SPX,4622.43994140625
2023-12-12,SPX,4643.7001953125
2023-12-13,SPX,4707.08984375
2023-12-14,SPX,4719.5498046875
2023-12-15,SPX,4719.18994140625
2023-12-18,SPX,4740.56005859375
2023-12-19,SPX,4768.3701171875
2023-12-20,SPX,4698.35009765625
2023-12-21,SPX,4746.75
2023-12-22,SPX,4754.6298828125
2023-12-26,SPX,4774.75
2023-12-27,SPX,4781.580078125
2023-12-28,SPX,4783.35009765625
2023-12-29,SPX,4769.830078125
2024-01-02,SPX,4742.830078125
2024-01-03,SPX,4704.81005859375
2024-01-04,SPX,4688.68017578125
2024-01-05,SPX,4697.240234375
2024-01-08,SPX,4763.5400390625
2024-01-09,SPX,4756.5
2024-01-10,SPX,4783.4501953125
2024-01-11,SPX,4780.240234375
2024-01-12,SPX,4783.830078125
2024-01-16,SPX,4765.97998046875
2024-01-17,SPX,4739.2099609375
2024-01-18,SPX,4780.93994140625
2024-01-19,SPX,4839.81005859375
2024-01-22,SPX,4850.43017578125
2024-01-23,SPX,4864.60009765625
2024-01-24,SPX,4868.5498046875
2024-01-25,SPX,4894.16015625
2024-01-26,SPX,4890.97021484375
2024-01-29,SPX,4927.93017578125
2024-01-30,SPX,4924.97021484375
2024-01-31,SPX,4845.64990234375
2024-02-01,SPX,4906.18994140625
2024-02-02,SPX,4958.60986328125
2024-02-05,SPX,4942.81005859375
2024-02-06,SPX,4954.22998046875
2024-02-07,SPX,4995.06005859375
2024-02-08,SPX,4997.91015625
2024-02-09,SPX,5026.60986328125
2024-02-12,SPX,5021.83984375
2024-02-13,SPX,4953.169921875
2024-02-14,SPX,5000.6201171875
2024-02-15,SPX,5029.72998046875
2024-02-16,SPX,5005.56982421875
2024-02-20,SPX,4975.509765625
2024-02-21,SPX,4981.7998046875
2024-02-22,SPX,5087.02978515625
2024-02-23,SPX,5088.7998046875
2024-02-26,SPX,5069.52978515625
2024-02-27,SPX,5078.18017578125
2024-02-28,SPX,5069.759765625
2024-02-29,SPX,5096.27001953125
2024-03-01,SPX,5137.080078125
2024-03-04,SPX,5130.9501953125
2024-03-05,SPX,5078.64990234375
2024-03-06,SPX,5104.759765625
2024-03-07,SPX,5157.35986328125
2024-03-08,SPX,5123.68994140625
2024-03-11,SPX,5117.93994140625
2024-03-12,SPX,5175.27001953125
2024-03-13,SPX,5165.31005859375
2024-03-14,SPX,5150.47998046875
2024-03-15,SPX,5117.08984375
2024-03-18,SPX,5149.419921875
2024-03-19,SPX,5178.509765625
2024-03-20,SPX,5224.6201171875
2024-03-21,SPX,5241.52978515625
2024-03-22,SPX,5234.18017578125
2024-03-25,SPX,5218.18994140625
2024-03-26,SPX,5203.580078125
2024-03-27,SPX,5248.490234375
2024-03-28,SPX,5254.35009765625
2024-04-01,SPX,5243.77001953125
2024-04-02,SPX,5205.81005859375
2024-04-03,SPX,5211.490234375
2024-04-04,SPX,5147.2099609375
2024-04-05,SPX,5204.33984375
2024-04-08,SPX,5202.39013671875
2024-04-09,SPX,5209.91015625
2024-04-10,SPX,5160.64013671875
2024-04-11,SPX,5199.06005859375
2024-04-12,SPX,5123.41015625
2024-04-15,SPX,5061.81982421875
2024-04-16,SPX,5051.41015625
2024-04-17,SPX,5022.2099609375
2024-04-18,SPX,5011.1201171875
2024-04-19,SPX,4967.22998046875
2024-04-22,SPX,5010.60009765625
2024-04-23,SPX,5070.5498046875
2024-04-24,SPX,5071.6298828125
2024-04-25,SPX,5048.419921875
2024-04-26,SPX,5099.9599609375
2024-04-29,SPX,5116.169921875
2024-04-30,SPX,5035.68994140625
2024-05-01,SPX,5018.39013671875
2024-05-02,SPX,5064.2001953125
2024-05-03,SPX,5127.7900390625
2024-05-06,SPX,5180.740234375
2024-05-07,SPX,5187.7001953125
2024-05-08,SPX,5187.669921875
2024-05-09,SPX,5214.080078125
2024-05-10,SPX,5222.68017578125
2024-05-13,SPX,5221.419921875
2024-05-14,SPX,5246.68017578125
2024-05-15,SPX,5308.14990234375
2024-05-16,SPX,5297.10009765625
2024-05-17,SPX,5303.27001953125
2024-05-20,SPX,5308.1298828125
2024-05-21,SPX,5321.41015625
2024-05-22,SPX,5307.009765625
2024-05-23,SPX,5267.83984375
2024-05-24,SPX,5304.72021484375
2024-05-28,SPX,5306.0400390625
2024-05-29,SPX,5266.9501953125
2024-05-30,SPX,5235.47998046875
2024-05-31,SPX,5277.509765625
2024-06-03,SPX,5283.39990234375
2024-06-04,SPX,5291.33984375
2024-06-05,SPX,5354.02978515625
2024-06-06,SPX,5352.9599609375
2024-06-07,SPX,5346.990234375
2024-06-10,SPX,5360.7900390625
2024-06-11,SPX,5375.31982421875
2024-06-12,SPX,5421.02978515625
2024-06-13,SPX,5433.740234375
2024-06-14,SPX,5431.60009765625
2024-06-17,SPX,5473.22998046875
2024-06-18,SPX,5487.02978515625
2024-06-20,SPX,5473.169921875
2024-06-21,SPX,5464.6201171875
2024-06-24,SPX,5447.8701171875
2024-06-25,SPX,5469.2998046875
2024-06-26,SPX,5477.89990234375
2024-06-27,SPX,5482.8701171875
2024-06-28,SPX,5460.47998046875
2024-07-01,SPX,5475.08984375
2024-07-02,SPX,5509.009765625
2024-07-03,SPX,5537.02001953125
2024-07-05,SPX,5567.18994140625
2024-07-08,SPX,5572.85009765625
2024-07-09,SPX,5576.97998046875
2024-07-10,SPX,5633.91015625
2024-07-11,SPX,5584.5400390625
2024-07-12,SPX,5615.35009765625
2024-07-15,SPX,5631.22021484375
2024-07-16,SPX,5667.2001953125
2024-07-17,SPX,5588.27001953125
2024-07-18,SPX,5544.58984375
2024-07-19,SPX,5505.0
2024-07-22,SPX,5564.41015625
2024-07-23,SPX,5555.740234375
2024-07-24,SPX,5427.1298828125
2024-07-25,SPX,5399.22021484375
2024-07-26,SPX,5459.10009765625
2024-07-29,SPX,5463.5400390625
2024-07-30,SPX,5436.43994140625
2024-07-31,SPX,5522.2998046875
2024-08-01,SPX,5446.68017578125
2024-08-02,SPX,5346.56005859375
2024-08-05,SPX,5186.330078125
2024-08-06,SPX,5240.02978515625
2024-08-07,SPX,5199.5
2024-08-08,SPX,5319.31005859375
2024-08-09,SPX,5344.16015625
2024-08-12,SPX,5344.39013671875
2024-08-13,SPX,5434.43017578125
2024-08-14,SPX,5455.2099609375
2024-08-15,SPX,5543.22021484375
2024-08-16,SPX,5554.25
2024-08-19,SPX,5608.25
2024-08-20,SPX,5597.1201171875
2024-08-21,SPX,5620.85009765625
2024-08-22,SPX,5570.64013671875
2024-08-23,SPX,5634.60986328125
2024-08-26,SPX,5616.83984375
2024-08-27,SPX,5625.7998046875
2024-08-28,SPX,5592.18017578125
2024-08-29,SPX,5591.9599609375
2024-08-30,SPX,5648.39990234375
2024-09-03,SPX,5528.93017578125
2024-09-04,SPX,5520.06982421875
2024-09-05,SPX,5503.41015625
2024-09-06,SPX,5408.419921875
2024-09-09,SPX,5471.0498046875
2024-09-10,SPX,5495.52001953125
2024-09-11,SPX,5554.1298828125
2024-09-12,SPX,5595.759765625
2024-09-13,SPX,5626.02001953125
2024-09-16,SPX,5633.08984375
2024-09-17,SPX,5634.580078125
2024-09-18,SPX,5618.259765625
2024-09-19,SPX,5713.64013671875
2024-09-20,SPX,5702.5498046875
2024-09-23,SPX,5718.56982421875
2024-09-24,SPX,5732.93017578125
2024-09-25,SPX,5722.259765625
2024-09-26,SPX,5745.3701171875
2024-09-27,SPX,5738.169921875
2024-09-30,SPX,5762.47998046875
2024-10-01,SPX,5708.75
2024-10-02,SPX,5709.5400390625
2024-10-03,SPX,5699.93994140625
2024-10-04,SPX,5751.06982421875
2024-10-07,SPX,5695.93994140625
2024-10-08,SPX,5751.1298828125
2024-10-09,SPX,5792.0400390625
2024-10-10,SPX,5780.0498046875
2024-10-11,SPX,5815.02978515625
2024-10-14,SPX,5859.85009765625
2024-10-15,SPX,5815.259765625
2024-10-16,SPX,5842.47021484375
2024-10-17,SPX,5841.47021484375
2024-10-18,SPX,5864.669921875
2024-10-21,SPX,5853.97998046875
2024-10-22,SPX,5851.2001953125
2024-10-23,SPX,5797.419921875
2024-10-24,SPX,5809.85986328125
2024-10-25,SPX,5808.1201171875
2024-10-28,SPX,5823.52001953125
2024-10-29,SPX,5832.919921875
2024-10-30,SPX,5813.669921875
2024-10-31,SPX,5705.4501953125
2024-11-01,SPX,5728.7998046875
2024-11-04,SPX,5712.68994140625
2024-11-05,SPX,5782.759765625
2024-11-06,SPX,5929.0400390625
2024-11-07,SPX,5973.10009765625
2024-11-08,SPX,5995.5400390625
2024-11-11,SPX,6001.35009765625
2024-11-12,SPX,5983.990234375
2024-11-13,SPX,5985.3798828125
2024-11-14,SPX,5949.169921875
2024-11-15,SPX,5870.6201171875
2024-11-18,SPX,5893.6201171875
2024-11-19,SPX,5916.97998046875
2024-11-20,SPX,5917.10986328125
2024-11-21,SPX,5948.7099609375
2024-11-22,SPX,5969.33984375
2024-11-25,SPX,5987.3701171875
2024-11-26,SPX,6021.6298828125
2024-11-27,SPX,5998.740234375
2024-11-29,SPX,6032.3798828125
2024-12-02,SPX,6047.14990234375
2024-12-03,SPX,6049.8798828125
2024-12-04,SPX,6086.490234375
2024-12-05,SPX,6075.10986328125
2024-12-06,SPX,6090.27001953125
2024-12-09,SPX,6052.85009765625
2024-12-10,SPX,6034.91015625
2024-12-11,SPX,6084.18994140625
2024-12-12,SPX,6051.25
2024-12-13,SPX,6051.08984375
2024-12-16,SPX,6074.080078125
2024-12-17,SPX,6050.60986328125
2024-12-18,SPX,5872.16015625
2024-12-19,SPX,5867.080078125
2024-12-20,SPX,5930.85009765625
2024-12-23,SPX,5974.06982421875
2024-12-24,SPX,6040.0400390625
2024-12-26,SPX,6037.58984375
2024-12-27,SPX,5970.83984375
2024-12-30,SPX,5906.93994140625
2024-12-31,SPX,5881.6298828125
2025-01-02,SPX,5868.5498046875
2025-01-03,SPX,5942.47021484375
2025-01-06,SPX,5975.3798828125
2025-01-07,SPX,5909.02978515625
2025-01-08,SPX,5918.25
2025-01-10,SPX,5827.0400390625
2025-01-13,SPX,5836.22021484375
2025-01-14,SPX,5842.91015625
2025-01-15,SPX,5949.91015625
2025-01-16,SPX,5937.33984375
2025-01-17,SPX,5996.66015625
2025-01-21,SPX,6049.240234375
2025-01-22,SPX,6086.3701171875
2025-01-23,SPX,6118.7099609375
2025-01-24,SPX,6101.240234375
2025-01-27,SPX,6012.27978515625
2025-01-28,SPX,6067.7001953125
2025-01-29,SPX,6039.31005859375
2025-01-30,SPX,6071.169921875
2025-01-31,SPX,6040.52978515625
2025-02-03,SPX,5994.56982421875
2025-02-04,SPX,6037.8798828125
2025-02-05,SPX,6061.47998046875
2025-02-06,SPX,6083.56982421875
2025-02-07,SPX,6025.990234375
2025-02-10,SPX,6066.43994140625
2025-02-11,SPX,6068.5
2025-02-12,SPX,6051.97021484375
2025-02-13,SPX,6115.06982421875
2025-02-14,SPX,6114.6298828125
2025-02-18,SPX,6129.580078125
2025-02-19,SPX,6144.14990234375
2025-02-20,SPX,6117.52001953125
2025-02-21,SPX,6013.1298828125
2025-02-24,SPX,5983.25
2025-02-25,SPX,5955.25
2025-02-26,SPX,5956.06005859375
2025-02-27,SPX,5861.56982421875
2025-02-28,SPX,5954.5
2025-03-03,SPX,5849.72021484375
2025-03-04,SPX,5778.14990234375
2025-03-05,SPX,5842.6298828125
2025-03-06,SPX,5738.52001953125
2025-03-07,SPX,5770.2001953125
2025-03-10,SPX,5614.56005859375
2025-03-11,SPX,5572.06982421875
2025-03-12,SPX,5599.2998046875
2025-03-13,SPX,5521.52001953125
2025-03-14,SPX,5638.93994140625
2025-03-17,SPX,5675.1201171875
2025-03-18,SPX,5614.66015625
2025-03-19,SPX,5675.2900390625
2025-03-20,SPX,5662.89013671875
2025-03-21,SPX,5667.56005859375
2025-03-24,SPX,5767.56982421875
2025-03-25,SPX,5776.64990234375
2025-03-26,SPX,5712.2001953125
2025-03-27,SPX,5693.31005859375
2025-03-28,SPX,5580.93994140625
2025-03-31,SPX,5611.85009765625
2025-04-01,SPX,5633.06982421875
2025-04-02,SPX,5670.97021484375
2025-04-03,SPX,5396.52001953125
2025-04-04,SPX,5074.080078125
2025-04-07,SPX,5062.25
2025-04-08,SPX,4982.77001953125
2025-04-09,SPX,5456.89990234375
2025-04-10,SPX,5268.0498046875
2025-04-11,SPX,5363.35986328125
2025-04-14,SPX,5405.97021484375
2025-04-15,SPX,5396.6298828125
2025-04-16,SPX,5275.7001953125
2025-04-17,SPX,5282.7001953125
2025-04-21,SPX,5158.2001953125
2025-04-22,SPX,5287.759765625
2025-04-23,SPX,5375.85986328125
2025-04-24,SPX,5484.77001953125
2025-04-25,SPX,5525.2099609375
2025-04-28,SPX,5528.75
2025-04-29,SPX,5560.830078125
2025-04-30,SPX,5569.06005859375
2025-05-01,SPX,5604.14013671875
2025-05-02,SPX,5686.669921875
2025-05-05,SPX,5650.3798828125
2025-05-06,SPX,5606.91015625
2025-05-07,SPX,5631.27978515625
2025-05-08,SPX,5663.93994140625
2025-05-09,SPX,5659.91015625
2025-05-12,SPX,5844.18994140625
2025-05-13,SPX,5886.5498046875
2025-05-14,SPX,5892.580078125
2025-05-15,SPX,5916.93017578125
2025-05-16,SPX,5958.3798828125
2025-05-19,SPX,5963.60009765625
2025-05-20,SPX,5940.4599609375
2025-05-21,SPX,5844.60986328125
2025-05-22,SPX,5842.009765625
2025-05-23,SPX,5802.81982421875
2025-05-27,SPX,5921.5400390625
2025-05-28,SPX,5888.5498046875
2025-05-29,SPX,5912.169921875
2025-05-30,SPX,5911.68994140625
2025-06-02,SPX,5935.93994140625
2025-06-03,SPX,5970.3701171875
2025-06-04,SPX,5970.81005859375
2025-06-05,SPX,5939.2998046875
2025-06-06,SPX,6000.35986328125
2025-06-09,SPX,6005.8798828125
2025-06-10,SPX,6038.81005859375
2025-06-11,SPX,6022.240234375
2025-06-12,SPX,6045.259765625
2025-06-13,SPX,5976.97021484375
2025-06-16,SPX,6033.10986328125
2025-06-17,SPX,5982.72021484375
2025-06-18,SPX,5980.8701171875
2025-06-20,SPX,5967.83984375
2025-06-23,SPX,6025.169921875
2025-06-24,SPX,6092.18017578125
2025-06-25,SPX,6092.16015625
2025-06-26,SPX,6141.02001953125
